"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"RG01_CP"	"RG01"	"RG02_CP"	"RG02x01"	"RG02x02"	"TR03_01"	"TR03_01a"	"TR03_02"	"TR03_02a"	"TR03_03"	"TR03_03a"	"TR03_04"	"TR03_04a"	"TR03_05"	"TR03_05a"	"TR03_06"	"TR03_06a"	"TR03_07"	"TR03_07a"	"TR03_08"	"TR03_08a"	"TR03_09"	"TR03_09a"	"TR03_10"	"TR03_10a"	"TR03_11"	"TR03_11a"	"TR03_12"	"TR03_12a"	"TR03_13"	"TR03_13a"	"TR03_14"	"TR03_14a"	"TR03_15"	"TR03_15a"	"TR03_16"	"TR03_16a"	"TR03_17"	"TR03_17a"	"TR03_18"	"TR03_18a"	"TR03_19"	"TR03_19a"	"TR03_20"	"TR03_20a"	"TR03_21"	"TR03_21a"	"TR03_22"	"TR03_22a"	"TR03_23"	"TR03_23a"	"TR03_24"	"TR03_24a"	"TR03_25"	"TR03_25a"	"TR03_26"	"TR03_26a"	"TR03_27"	"TR03_27a"	"TR03_28"	"TR03_28a"	"TR03_29"	"TR03_29a"	"TR03_30"	"TR03_30a"	"TR03_31"	"TR03_31a"	"TR03_32"	"TR03_32a"	"TR03_33"	"TR03_33a"	"TR03_34"	"TR03_34a"	"TR03_35"	"TR03_35a"	"TR03_36"	"TR03_36a"	"TR03_37"	"TR03_37a"	"TR03_38"	"TR03_38a"	"TR03_39"	"TR03_39a"	"TR03_40"	"TR03_40a"	"TR04_01"	"TR04_01a"	"TR04_02"	"TR04_02a"	"TR04_03"	"TR04_03a"	"TR04_04"	"TR04_04a"	"TR04_05"	"TR04_05a"	"TR04_06"	"TR04_06a"	"TR04_07"	"TR04_07a"	"TR04_08"	"TR04_08a"	"TR04_09"	"TR04_09a"	"TR04_10"	"TR04_10a"	"TR04_11"	"TR04_11a"	"TR04_12"	"TR04_12a"	"TR04_13"	"TR04_13a"	"TR04_14"	"TR04_14a"	"TR04_15"	"TR04_15a"	"TR04_16"	"TR04_16a"	"TR04_17"	"TR04_17a"	"TR04_18"	"TR04_18a"	"TR04_19"	"TR04_19a"	"TR04_20"	"TR04_20a"	"TR04_21"	"TR04_21a"	"TR04_22"	"TR04_22a"	"TR04_23"	"TR04_23a"	"TR04_24"	"TR04_24a"	"TR04_25"	"TR04_25a"	"TR04_26"	"TR04_26a"	"TR04_27"	"TR04_27a"	"TR04_28"	"TR04_28a"	"TR04_29"	"TR04_29a"	"TR04_30"	"TR04_30a"	"TR04_31"	"TR04_31a"	"TR04_32"	"TR04_32a"	"TR04_33"	"TR04_33a"	"TR04_34"	"TR04_34a"	"TR04_35"	"TR04_35a"	"TR04_36"	"TR04_36a"	"TR04_37"	"TR04_37a"	"TR04_38"	"TR04_38a"	"TR04_39"	"TR04_39a"	"TR04_40"	"TR04_40a"	"DM06"	"DM02"	"DM03"	"DM05"	"DM07"	"DM07_01"	"DM09_01"	"DM09_02"	"DM09_03"	"DM10"	"DM11_01"	"IV01_RV1"	"IV01_RV2"	"IV01_RV3"	"IV02_01"	"IV02_02"	"IV02_03"	"IV02_04"	"IV04_01"	"IV04_02"	"IV04_03"	"IV04_04"	"IV04_05"	"IV04_06"	"IV04_07"	"IV04_08"	"IV04_09"	"IV04_10"	"IV04_11"	"IV04_12"	"IV04_13"	"IV04_14"	"IV04_15"	"IV04_16"	"IV04_17"	"IV04_18"	"IV04_19"	"IV04_20"	"IV04_21"	"IV04_22"	"IV04_23"	"IV04_24"	"IV04_25"	"IV04_26"	"IV04_27"	"IV04_28"	"IV04_29"	"IV04_30"	"IV04_31"	"IV04_32"	"IV04_33"	"IV04_34"	"IV04_35"	"IV04_36"	"IV04_37"	"IV04_38"	"IV04_39"	"IV04_40"	"IV06_01"	"IV06_02"	"IV06_03"	"IV06_04"	"IV06_05"	"IV06_06"	"IV06_07"	"IV06_08"	"IV06_09"	"IV06_10"	"IV06_11"	"IV06_12"	"IV06_13"	"IV06_14"	"IV06_15"	"IV06_16"	"IV06_17"	"IV06_18"	"IV06_19"	"IV06_20"	"IV06_21"	"IV06_22"	"IV06_23"	"IV06_24"	"IV06_25"	"IV06_26"	"IV06_27"	"IV06_28"	"IV06_29"	"IV06_30"	"IV06_31"	"IV06_32"	"IV06_33"	"IV06_34"	"IV06_35"	"IV06_36"	"IV06_37"	"IV06_38"	"IV06_39"	"IV06_40"	"IV07_01"	"IV07_02"	"IV07_03"	"IV07_04"	"IV07_05"	"IV08_01"	"IV09_01"	"DV01_01"	"DV01_02"	"DV01_03"	"DV01_04"	"DV02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
486			"base"	"interview"	2022-05-05 11:15:13	178	1	284	1	2	1	6212	3	7187	3	2064	4	3166	4	898	2	1839	1	1073	1	3716	1	1199	1	2221	1	1520	1	1895	1	836	1	1313	1	1096	1	806	1	1223	1	1679	1	1238	1	1528	1	1250	1	1095	1	792	1	936	1	1963	1	1975	1	837	1	1276	1	844	1	1085	1	887	1	1207	1	1065	1	922	1	1615	1	1401	1	1099	1	1265	1	802	2	4814																																																																																	2	6	1	84	1	T	6	9	9	1		"609184f3b4c10bb98252856c"	"62568ea59b5810abee6bd150"	"6273959c8eb9b2a4fa62426e"	"0000010100001000100110000010111000000110"	"0010001101011011101111111101111111100111"	"1100001100000001010100000000100101011000"	"0111011001010111001111111101101111101101"	"1"	"3"	"3"	"4"	"4"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"405"	"630"	"60"	"60"	"45"		"1.22875"	73	20	28	77	1	30	31	55	14	22	13	94	68			17	19	9	26	21	6	425		2022-05-05 11:22:19	T	F	16	16	2	1	1.24	15
487			"base"	"interview"	2022-05-05 11:15:28	190	2	324	2	1																																																																																	2	20331	1	10277	1	16855	1	14018	1	16190	2	43846	2	12535	1	7647	1	3380	2	3952	2	12574	1	3227	2	7472	1	2609	1	6553	1	2617	2	3612	1	2929	1	4552	2	3328	1	3307	1	3077	1	3851	2	3090	2	3893	1	3664	1	2271	2	4281	2	2858	2	3042	1	2725	1	5301	2	3417	2	6603	2	8877	1	8010	2	3865	1	3877	1	10798	1	2564	2	37	1	84	1	T	6	9	9	1	"It was fun and interesting so please send more."	"5e2228e12de14b000a50edc7"	"62568ea59b5810abee6bd150"	"62739591ab55c84c7d4865db"	"1111101111110111110011001100111010111010"	"1100100101000000100100010000000010110010"	"0101101101011111111111101111011100110100"	"0001000000011100000001111001001100100000"	"2"	"1"	"1"	"4"	"3"	"1"	"1"	"3"	"4"	"4"	"4"	"2"	"3"	"1"	"4"	"2"	"3"	"2"	"2"	"3"	"2"	"1"	"4"	"1"	"3"	"4"	"3"	"4"	"3"	"1"	"2"	"3"	"4"	"1"	"1"	"4"	"3"	"2"	"2"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"350"	"105"	"165"	"90"	"150"	"2114311344423142322321413434312341143222"	"1.1875"	58	88	51	61	2	152	159	102	25	43	27			320	270	53	153	41	137	130	23	731		2022-05-05 11:42:45	T	F	16	16	0	0	0.36	0
488			"base"	"interview"	2022-05-05 11:15:39	179	2	294	2	2																																																																																	1	7501	1	3547	1	3211	1	1924	1	5441	1	6138	1	1999	1	1774	1	1774	1	3052	1	2071	1	2227	1	1578	1	1570	1	1230	1	1560	1	1849	1	1696	1	1281	1	2227	2	1528	1	2358	1	1971	2	1423	1	1466	1	1448	1	1384	1	1529	1	1696	1	1208	1	2009	2	1583	1	1447	1	2522	2	1068	1	1601	1	1095	1	1251	1	1057	1	1295	2	10	2	-9	1	T	6	9	9	1		"6019a56a8c799e115ee319c7"	"62568ea59b5810abee6bd150"	"627395af7fc42e798ae83db6"	"0000001110100001011100000011010000000001"	"0101010111100101010111001111111111111011"	"0100011101111011111010011011111111101110"	"0001011101000010010011001000000010000010"	"1"	"2"	"4"	"1"	"4"	"4"	"4"	"1"	"1"	"2"	"2"	"4"	"3"	"3"	"3"	"2"	"1"	"2"	"2"	"4"	"4"	"3"	"2"	"3"	"4"	"3"	"2"	"1"	"3"	"4"	"1"	"3"	"1"	"1"	"3"	"2"	"4"	"3"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"325"	"180"	"180"	"210"	"225"	"1241444112243332122443234321341311324321"	"1.16875"	61	86	52	13	2	37	32	75	7	27	14			113	78	19	26	11	27	69	2	537		2022-05-05 11:24:37	T	F	16	16	4	2	1.13	9
489			"base"	"interview"	2022-05-05 11:15:41	179	1	299	2	2	1	5685	1	4031	1	4637	1	1613	1	2287	1	1478	1	1576	1	1455	1	1453	3	3419	3	1260	3	2797	2	1094	4	1154	4	1009	1	1688	1	1293	3	1182	2	1531	2	1082	2	1268	4	1085	3	954	3	1145	1	1000	1	1566	1	1353	1	1214	3	1016	2	966	4	851	1	1082	1	1435	1	1678	1	1797	1	1254	1	1336	1	1520	1	1330	1	1213																																																																																	2	15	2	57	1	T	6	9	9	1		"6118e0cdd645542611a0f16c"	"62568ea59b5810abee6bd150"	"627395b4cf81b0bab031004e"	"0110011110101000000000100000000001010010"	"1111111101111001000110101110011101111101"	"1101111101110011111101011011101101100011"	"0101100000000101000100111001100000000001"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"3"	"3"	"3"	"2"	"4"	"4"	"1"	"1"	"3"	"2"	"2"	"2"	"4"	"3"	"3"	"1"	"1"	"1"	"1"	"3"	"2"	"4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"360"	"435"	"120"	"180"	"105"		"1.195"	52	5	28	11	1	15	25	100	27	27	27	103	112			20	39	9	31	23	3	561		2022-05-05 11:25:03	T	F	16	16	2	1	1.1	12
490			"base"	"interview"	2022-05-05 11:15:42	184	1	310	1	2	1	6833	4	5184	1	19629	2	4185	2	3535	3	2336	4	4131	1	2550	4	2122			3	2789	2	3279	2	2602	4	3496	1	2316	4	2833	1	4641	3	2396	3	2869	2	1909	4	2040	1	2699	3	2145	2	3186	4	22191	4	10921	2	2540	3	50285	4	2467	1	2717	3	4087	4	15319	3	2876	2	5017	3	3771	1	2028	4	2353	4	3756	2	2190	1	2848																																																																																	2	18	2	-9	1	T	4	7	7	1	"my country is South Africa, it didn't  appear on the listed countries."	"615dffc19ff72ef5e2bcd352"	"62568ea59b5810abee6bd150"	"6273959820ad553092e5af65"	"1100000010000000100011000100011010000110"	"1111111101011110101101111101010000111011"	"1000100000001101110111001000000000001000"	"0111101100010111110110101101011111111101"	"1"	"4"	"1"	"2"	"2"	"3"	"4"	"1"	"4"		"3"	"2"	"2"	"4"	"1"	"4"	"1"	"3"	"3"	"2"	"4"	"1"	"3"	"2"	"4"	"4"	"2"	"3"	"4"	"1"	"3"	"4"	"3"	"2"	"3"	"1"	"4"	"4"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"360"	"135"	"225"	"240"	"210"		"1.195"	33	48	55	92	4	76	39	79	17	27	12	320	270			24	51	22	38	150	13	726		2022-05-05 11:34:43	T	F	16	16	2	1	0.62	1
491			"base"	"interview"	2022-05-05 11:15:42	178	2	288	2	2																																																																																	1	18271	2	3269	1	13963	2	1714	2	5060	2	1898	1	2141	2	1461	1	1009	1	1919	2	1868	2	1859	2	1813	1	1250	2	1339	1	2213	2	1250	2	2007	1	1303	1	1289	2	1386	1	3477	2	2508	2	2657	2	1317	2	2399	2	1661	2	1333	2	1621	2	3484	1	5928	2	1987	2	1476	1	1622	2	1302	2	989	2	1072	2	1120	2	758	2	942	2	10	2	66	1	T	5	6	5	1		"60295da4f4090f3180785c4b"	"62568ea59b5810abee6bd150"	"627395b7d10b0342ff4dfa7f"	"0000101010000001011010100011011000000000"	"0101111110110111010101010111101111010111"	"1001101111111101011110001101001111101111"	"1010000010000000000101101100000000101011"	"2"	"3"	"3"	"4"	"3"	"4"	"1"	"4"	"3"	"1"	"1"	"4"	"2"	"1"	"2"	"3"	"2"	"4"	"3"	"1"	"2"	"1"	"2"	"3"	"4"	"4"	"4"	"4"	"3"	"2"	"1"	"1"	"1"	"3"	"2"	"2"	"2"	"3"	"4"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"415"	"105"	"15"	"105"	"0"	"2334341431142123243121234444321113222341"	"1.23625"	74	101	34	101	3	12	4	88	7	41	39			132	68	46	17	7	14	59	2	483		2022-05-05 11:24:38	T	F	16	16	2	1	1.5	44
492			"base"	"interview"	2022-05-05 11:15:43	180	1	312	1	1	2	4524	2	7558	2	993	2	716	3	3581	3	3622	4	1715	4	878	4	686	1	1626	3	1458	3	865	1	1084	1	1410	1	1024	3	1440	2	938	4	695	1	3411	1	694	2	494	2	2341	3	704	3	761	3	620	3	826	4	715	4	1032	4	491	4	606	4	499	4	518	4	673	4	544	4	466	4	599	4	432	4	664	4	573	4	3304																																																																																	2	15	2	57	1	T	6	9	9	1	"no"	"5bfe64c6c83f04000142bb36"	"62568ea59b5810abee6bd150"	"627395a74198722feaa8a03b"	"0001110110101101111111001011110011111111"	"1100000000100111000110000111010000000000"	"0101001100011000110001001000010000000001"	"0100011001111010110101101111111101111111"	"2"	"2"	"2"	"2"	"3"	"3"	"4"	"4"	"4"	"1"	"3"	"3"	"1"	"1"	"1"	"3"	"2"	"4"	"1"	"1"	"2"	"2"	"3"	"3"	"3"	"3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"405"	"135"	"150"	"195"	"315"		"1.22875"	52	36	41	74	4	58	64	103	9	31	14	82	112			23	47	12	42	21	5	623		2022-05-05 11:26:08	T	F	16	16	0	0	0.97	10
493			"base"	"interview"	2022-05-05 11:15:45	192	2	318	2	2																																																																																	1	8146	1	7188	2	7662	1	3743	1	5192	1	3384	1	3770	2	2289	2	3329	2	4874	1	2627	2	3012	1	2231	1	3579	2	2550	1	3104	2	1757	1	2154	1	2407	1	3416	2	2401	2	4361	2	3700	2	2829	2	3112	2	5571	1	4851	2	3188	2	3111	1	4180	2	2648	2	4041	1	4552	2	2159	2	2382	2	5427	2	4381	2	3415	2	3582	2	2820	2	22	2	99	1	T	6	9	9	1	"None."	"6161c32e82e0c8710ccd71cc"	"62568ea59b5810abee6bd150"	"627395b5895ca8d36927fa49"	"0100100010001000001110001001010000001100"	"1101111100111111010101100111100111111100"	"1111111001111111101101001010111001101110"	"0000010010000010000001000101010111010100"	"4"	"3"	"4"	"1"	"1"	"3"	"4"	"2"	"4"	"4"	"3"	"2"	"3"	"3"	"4"	"3"	"4"	"3"	"1"	"1"	"2"	"3"	"3"	"4"	"2"	"1"	"4"	"1"	"2"	"1"	"2"	"1"	"3"	"2"	"1"	"4"	"2"	"2"	"2"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"315"	"105"	"0"	"210"	"90"	"4341134244323343431123342141212132142221"	"1.16125"	21	7	94	2	3	213	54	121	16	22	16			200	112	29	56	22	26	70	5	783		2022-05-05 11:31:47	T	F	16	16	0	0	0.72	1
494			"base"	"interview"	2022-05-05 11:15:46	180	2	309	1	2																																																																																	1	4982	2	2926	1	5617	2	1750	2	996	2	1490	2	929	2	900	2	4427	2	1085	2	2119	2	1313	1	3680	1	2176	2	1527	2	6293	2	2127	1	2596	1	3714	2	1323	2	3096	2	2575	2	956	2	1073	2	777	2	1153	2	919	2	1025	2	1209	2	841	2	661	2	1045	2	938	2	1055	2	816	2	705	2	1029	2	1835	1	1337	2	1107	2	9	2	46	1	T	6	9	9	1	"In question nr 3 - ""What is your current country of residence? "" I couldn't choose my current country of residence because it wasn't on the list (Poland). I chose randomly."	"60487525ce38371d1b941362"	"62568ea59b5810abee6bd150"	"627395c13811b885d1d5c2f0"	"1000000001000000000110111010100000101001"	"0001001111111111111111011011001011011110"	"0000100110000001010100010111001000100000"	"0111111111010111110101001111000111011110"	"2"	"2"	"1"	"2"	"2"	"4"	"3"	"1"	"1"	"1"	"4"	"4"	"1"	"3"	"3"	"1"	"4"	"4"	"4"	"4"	"3"	"2"	"2"	"3"	"3"	"1"	"1"	"3"	"1"	"4"	"4"	"2"	"2"	"2"	"1"	"2"	"3"	"3"	"3"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"360"	"45"	"30"	"60"	"45"	"2212243111441331444432233113144222123334"	"1.195"	36	6	21	11	3	54	57	74	21	26	19			102	63	25	43	31	51	318	5	618		2022-05-05 11:30:36	T	F	16	16	0	0	0.75	4
496			"base"	"interview"	2022-05-05 11:15:55	182	2	285	2	1																																																																																	2	5510	1	2269	2	3332	2	3740	1	2833	2	3628	1	2192	1	4145	1	2219	1	2419	1	2458	1	951	2	1390	1	1567	1	3863	1	256	1	1972	2	2938	1	1704	2	2568	1	1517	2	3219	1	1772	2	1406	2	1198	2	1256	2	1686	2	1816	2	1020	2	1533	2	1636	1	1197	1	1394	1	2463	1	750	2	2019	2	651	2	646	1	1471	1	2157	2	2	1	83	1	T	6	9	9	1		"5d0d0446da74930017b3a8b9"	"62568ea59b5810abee6bd150"	"627395c8cb00ef5755637eb7"	"1101111110111111001111011010010010111101"	"0000101010001101000001000110000000111000"	"0110110111110101010111111100011110111101"	"0000000101101100010001000010010000100110"	"4"	"1"	"1"	"2"	"3"	"3"	"2"	"1"	"2"	"4"	"4"	"3"	"4"	"4"	"3"	"3"	"2"	"2"	"3"	"2"	"3"	"1"	"4"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"4"	"3"	"1"	"3"	"1"	"3"	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"385"	"90"	"75"	"120"	"150"	"4112332124434433223231422212111431313444"	"1.21375"	1	1	101	71	3	50	24	44	3	13	6			106	54	9	27	5	20	20	3	384		2022-05-05 11:22:19	T	F	16	16	2	1	1.75	46
497			"base"	"interview"	2022-05-05 11:15:57	193	1	327	2	2	3	6648	2	7749	4	6172	2	4117	2	1630	2	2765	1	2215	2	2083	1	1405	2	2411	1	2248	2	1477	1	1332	2	1140	1	1467	2	1100	1	1459	2	1059	1	1516	1	1725	1	2827	2	1121	1	3308	1	1427	2	2266	2	938	3	1978	1	3689	1	2272	2	1569	2	2312	4	2409	1	1036	1	1267	1	1198	2	979	1	1337	1	1364	1	1323	2	1181																																																																																	2	5	2	-9	1	T	6	9	9	1	"Very interesting study regarding trust and behavior. My initial guesses were far off."	"5fe9b33e46872e89fd648c02"	"62568ea59b5810abee6bd150"	"627395c89265d45e00e8aa84"	"0010010011001000001000000011000001011001"	"1111001011111101101100100111011111101101"	"1111111101011111101111011011010011000110"	"1000100000001110000101100000010001101000"	"3"	"2"	"4"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"3"	"1"	"1"	"2"	"2"	"4"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"405"	"360"	"330"	"45"	"60"		"1.22875"	91	86	49	26	1	301	11	177	13	14	13	117	96			17	54	31	41	144	4	628		2022-05-05 11:33:11	T	F	16	16	2	1	0.87	7
498			"base"	"interview"	2022-05-05 11:15:58	183	2	296	2	2																																																																																	1	10857	2	1902	2	910	2	1170	2	1562	2	996	2	1101	2	1073	2	1308	2	996	2	1008	2	955	2	955	2	1135	2	1214	1	1764	2	1220	2	1030	2	1351	1	2649	2	1785	2	2869	2	2995	1	1003	2	1860	1	1080	2	891	2	591	2	819	2	769	2	816	2	696	2	1109	2	890	1	1147	2	1390	1	169	2	896	2	656	2	825	2	4	1	84	1	T	6	9	9	1	"no :)"	"5c2cd95ae2639900017993a0"	"62568ea59b5810abee6bd150"	"627395cbfdb2096f7a70dc48"	"0000100001010000100001001101110000010001"	"1111101010111110011101100011100011111111"	"0001111011111011110010111111110101100111"	"0001101011100000100000100000101000011000"	"3"	"4"	"4"	"1"	"2"	"3"	"3"	"4"	"2"	"4"	"3"	"4"	"1"	"2"	"1"	"1"	"2"	"4"	"4"	"1"	"2"	"1"	"2"	"1"	"3"	"1"	"4"	"3"	"1"	"3"	"2"	"2"	"4"	"4"	"1"	"3"	"3"	"2"	"3"	"2"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"360"	"120"	"0"	"60"	"0"	"3441233424341211244121213143132244133232"	"1.195"	71	51	11	6	1	53	47	41	9	13	6			101	88	14	27	6	46	48	3	502		2022-05-05 11:24:20	T	F	16	16	0	0	1.3	19
499			"base"	"interview"	2022-05-05 11:15:58	188	1	313	1	2	3	14888	3	2182	4	2654	2	4145	4	3229	1	1649	2	2381	2	1105	4	1839	1	1902	4	3307	4	3088	4	1470	1	1871	3	1113	3	1206	3	1224	2	1046	1	1589	4	1061	2	1381	1	2150	4	1263	3	1035	2	1115	1	1350	4	1168	2	1241	1	1171	1	2391	1	1674	4	1745	2	1644	4	1535	1	2244	2	1485	4	1651	2	1375	1	1299	4	1422																																																																																	2	3	2	99	1	T	6	9	9	1		"60e2ebb6ad1d5ee0e515a7c5"	"62568ea59b5810abee6bd150"	"627395c2257787ab55f8cfce"	"0101001110000100010000100010010010100000"	"0111111111000111101011110111110101011001"	"0111000000010000001000001010001000010111"	"1111101110110011101111110100001111011110"	"3"	"3"	"4"	"2"	"4"	"1"	"2"	"2"	"4"	"1"	"4"	"4"	"4"	"1"	"3"	"3"	"3"	"2"	"1"	"4"	"2"	"1"	"4"	"3"	"2"	"1"	"4"	"2"	"1"	"1"	"1"	"4"	"2"	"4"	"1"	"2"	"4"	"2"	"1"	"4"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"345"	"210"	"240"	"165"	"240"		"1.18375"	93	21	8	74	4	93	71	77	23	36	28	138	144			21	89	21	42	173	6	908		2022-05-05 11:32:00	T	F	16	16	2	1	0.57	0
500			"base"	"interview"	2022-05-05 11:16:15	182	1	311	1	2	3	9622	4	2634	1	1826	3	3075	2	1923	4	1220	1	860	2	1276	3	673	4	925	1	881	2	635	4	566	4	1542	4	715	4	601	4	1055	1	941	2	864	3	758	1	650	4	714	2	1522	1	994	1	908	4	884	4	533	4	711	2	753	3	485	1	488	4	678	2	915	1	520	4	717	3	797	4	3894	1	687	2	633	3	467																																																																																	2	3	1	-9	1	T	6	9	9	1		"6017afa011f947a19696c521"	"62568ea59b5810abee6bd150"	"627395bf3821e38f338c2b1b"	"0110000000001101100000000100011000010101"	"1111011111010010011001000111011111111111"	"0100000100000011000010111110000000010010"	"1111011101111101000111111010110111110100"	"3"	"4"	"1"	"3"	"2"	"4"	"1"	"2"	"3"	"4"	"1"	"2"	"4"	"4"	"4"	"4"	"4"	"1"	"2"	"3"	"1"	"4"	"2"	"1"	"1"	"4"	"4"	"4"	"2"	"3"	"1"	"4"	"2"	"1"	"4"	"3"	"4"	"1"	"2"	"3"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"330"	"210"	"195"	"165"	"300"		"1.1725"	79	41	1	36	1	34	83	66	13	24	12	102	89			18	27	20	38	21	4	551		2022-05-05 11:25:26	T	F	16	16	4	2	1.05	10
