"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"RG01_CP"	"RG01"	"RG02_CP"	"RG02x01"	"RG02x02"	"TR03_01"	"TR03_01a"	"TR03_02"	"TR03_02a"	"TR03_03"	"TR03_03a"	"TR03_04"	"TR03_04a"	"TR03_05"	"TR03_05a"	"TR03_06"	"TR03_06a"	"TR03_07"	"TR03_07a"	"TR03_08"	"TR03_08a"	"TR03_09"	"TR03_09a"	"TR03_10"	"TR03_10a"	"TR03_11"	"TR03_11a"	"TR03_12"	"TR03_12a"	"TR03_13"	"TR03_13a"	"TR03_14"	"TR03_14a"	"TR03_15"	"TR03_15a"	"TR03_16"	"TR03_16a"	"TR03_17"	"TR03_17a"	"TR03_18"	"TR03_18a"	"TR03_19"	"TR03_19a"	"TR03_20"	"TR03_20a"	"TR03_21"	"TR03_21a"	"TR03_22"	"TR03_22a"	"TR03_23"	"TR03_23a"	"TR03_24"	"TR03_24a"	"TR03_25"	"TR03_25a"	"TR03_26"	"TR03_26a"	"TR03_27"	"TR03_27a"	"TR03_28"	"TR03_28a"	"TR03_29"	"TR03_29a"	"TR03_30"	"TR03_30a"	"TR03_31"	"TR03_31a"	"TR03_32"	"TR03_32a"	"TR03_33"	"TR03_33a"	"TR03_34"	"TR03_34a"	"TR03_35"	"TR03_35a"	"TR03_36"	"TR03_36a"	"TR03_37"	"TR03_37a"	"TR03_38"	"TR03_38a"	"TR03_39"	"TR03_39a"	"TR03_40"	"TR03_40a"	"TR04_01"	"TR04_01a"	"TR04_02"	"TR04_02a"	"TR04_03"	"TR04_03a"	"TR04_04"	"TR04_04a"	"TR04_05"	"TR04_05a"	"TR04_06"	"TR04_06a"	"TR04_07"	"TR04_07a"	"TR04_08"	"TR04_08a"	"TR04_09"	"TR04_09a"	"TR04_10"	"TR04_10a"	"TR04_11"	"TR04_11a"	"TR04_12"	"TR04_12a"	"TR04_13"	"TR04_13a"	"TR04_14"	"TR04_14a"	"TR04_15"	"TR04_15a"	"TR04_16"	"TR04_16a"	"TR04_17"	"TR04_17a"	"TR04_18"	"TR04_18a"	"TR04_19"	"TR04_19a"	"TR04_20"	"TR04_20a"	"TR04_21"	"TR04_21a"	"TR04_22"	"TR04_22a"	"TR04_23"	"TR04_23a"	"TR04_24"	"TR04_24a"	"TR04_25"	"TR04_25a"	"TR04_26"	"TR04_26a"	"TR04_27"	"TR04_27a"	"TR04_28"	"TR04_28a"	"TR04_29"	"TR04_29a"	"TR04_30"	"TR04_30a"	"TR04_31"	"TR04_31a"	"TR04_32"	"TR04_32a"	"TR04_33"	"TR04_33a"	"TR04_34"	"TR04_34a"	"TR04_35"	"TR04_35a"	"TR04_36"	"TR04_36a"	"TR04_37"	"TR04_37a"	"TR04_38"	"TR04_38a"	"TR04_39"	"TR04_39a"	"TR04_40"	"TR04_40a"	"DM06"	"DM02"	"DM03"	"DM05"	"DM07"	"DM07_01"	"DM09_01"	"DM09_02"	"DM09_03"	"DM10"	"DM11_01"	"IV01_RV1"	"IV01_RV2"	"IV01_RV3"	"IV02_01"	"IV02_02"	"IV02_03"	"IV02_04"	"IV04_01"	"IV04_02"	"IV04_03"	"IV04_04"	"IV04_05"	"IV04_06"	"IV04_07"	"IV04_08"	"IV04_09"	"IV04_10"	"IV04_11"	"IV04_12"	"IV04_13"	"IV04_14"	"IV04_15"	"IV04_16"	"IV04_17"	"IV04_18"	"IV04_19"	"IV04_20"	"IV04_21"	"IV04_22"	"IV04_23"	"IV04_24"	"IV04_25"	"IV04_26"	"IV04_27"	"IV04_28"	"IV04_29"	"IV04_30"	"IV04_31"	"IV04_32"	"IV04_33"	"IV04_34"	"IV04_35"	"IV04_36"	"IV04_37"	"IV04_38"	"IV04_39"	"IV04_40"	"IV06_01"	"IV06_02"	"IV06_03"	"IV06_04"	"IV06_05"	"IV06_06"	"IV06_07"	"IV06_08"	"IV06_09"	"IV06_10"	"IV06_11"	"IV06_12"	"IV06_13"	"IV06_14"	"IV06_15"	"IV06_16"	"IV06_17"	"IV06_18"	"IV06_19"	"IV06_20"	"IV06_21"	"IV06_22"	"IV06_23"	"IV06_24"	"IV06_25"	"IV06_26"	"IV06_27"	"IV06_28"	"IV06_29"	"IV06_30"	"IV06_31"	"IV06_32"	"IV06_33"	"IV06_34"	"IV06_35"	"IV06_36"	"IV06_37"	"IV06_38"	"IV06_39"	"IV06_40"	"IV07_01"	"IV07_02"	"IV07_03"	"IV07_04"	"IV07_05"	"IV08_01"	"IV09_01"	"DV01_01"	"DV01_02"	"DV01_03"	"DV01_04"	"DV02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
501			"base"	"interview"	2022-05-05 11:16:16	185	1	301	2	1	1	2196	1	6840	3	3112	2	524	4	382	4	529	1	2518	4	485	3	524	3	453	3	399	2	361	2	403	2	351	2	630	2	342	2	334	2	439	2	399	2	716	2	373	2	357	2	380	2	406	2	271	2	329	2	311	2	350	2	335	2	359	2	405	2	356	2	805	2	1180	2	346	2	301	2	364	2	256	2	335	2	334																																																																																	2	4	1	61	1	T	6	9	9	1	"the player 2 candidate photos look eerily similar to the player characters in many indie horror games"	"600748a1b339b612f9da537f"	"62568ea59b5810abee6bd150"	"627395d458ef16ad6505799a"	"1100111111001111111100111110100100111110"	"1000000000100001101010000010100111001000"	"0010101111011011110111110111010110111110"	"0001101010010000000000010000111000010011"	"1"	"1"	"3"	"2"	"4"	"4"	"1"	"4"	"3"	"3"	"3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"390"	"75"	"570"	"90"	"75"		"1.2175"	35	81	59	16	2	50	25	41	10	43	39	55	47			73	34	9	29	55	3	433		2022-05-05 11:24:49	T	F	16	16	0	0	1.07	11
502			"base"	"interview"	2022-05-05 11:16:18	184	2	304	2	1																																																																																	1	3197	1	3184	1	2640	2	2783	2	1450	2	1652	1	1680	2	1566	2	1838	1	1706	2	1798	1	4357	1	1957	2	2107	1	2260	1	1919	1	14187	2	1813	1	1914	2	1199	2	1373	1	2361	1	2467	2	2851	2	1604	2	2032	2	3132	2	1982	2	2049	1	1825	1	2486	1	1559	1	1607	1	2881	1	2019	1	1143	2	1155	2	1438	2	1319	2	1371	2	26	2	-9	1	T	6	9	9	1	"Regarding the demographics part I found an issue. The list of country available does not go beyond Lesotho and I cannnot choose my country of residence and therefore I am giving that information here. The country in question is Portugal"	"5c6d4210a2b39a0001691764"	"62568ea59b5810abee6bd150"	"627395d50b394cb7c59707ea"	"1011111101111111111010010110110101001011"	"0110001011010001100011000001000000010000"	"1000110101110011011011111110111110011111"	"0101101000000000000000001110000001010111"	"1"	"3"	"2"	"2"	"3"	"3"	"4"	"2"	"2"	"3"	"2"	"2"	"2"	"1"	"4"	"1"	"1"	"2"	"4"	"4"	"4"	"3"	"1"	"3"	"1"	"4"	"4"	"3"	"3"	"2"	"4"	"3"	"1"	"2"	"1"	"3"	"4"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"305"	"150"	"120"	"120"	"105"	"1322334223222141124443131443324312134141"	"1.15375"	66	31	41	56	1	40	49	52	15	24	7			119	93	18	37	8	17	165	3	647		2022-05-05 11:27:05	T	F	16	16	2	1	1.09	10
503			"base"	"interview"	2022-05-05 11:16:22	181	2	286	2	2																																																																																	1	5939	1	3547	1	5393	1	1732	1	2604	1	1875	1	1572	1	1595	1	1558	1	1640	1	1626	1	1510	1	1340	1	1403	1	1800	1	1805	1	2553	1	1837	1	1761	1	1713	1	1696	1	1827	1	1808	1	1481	1	1394	1	1519	1	1683	1	1425	1	1870	1	1987	1	1822	1	1557	1	1399	1	2027	1	1996	1	1415	1	1436	1	2646	1	1911	1	1647	2	13	2	-9	1	T	4	5	2	1		"610a74f133b089eeba47e4d2"	"62568ea59b5810abee6bd150"	"627395dbd15273e4925c32f9"	"0011110100000001001100000111000010000000"	"1111100111010110001111011101111110100111"	"1111111111101100101110101111000000111111"	"0110000000110000101001100010101000010000"	"1"	"2"	"4"	"1"	"2"	"4"	"4"	"4"	"4"	"1"	"3"	"3"	"2"	"1"	"2"	"4"	"3"	"1"	"3"	"4"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"4"	"3"	"3"	"4"	"1"	"1"	"3"	"3"	"3"	"4"	"3"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"225"	"195"	"210"	"285"	"285"	"1241244441332124313422121122243341133343"	"1.09375"	84	33	70	53	1	22	10	50	9	19	10			120	67	11	39	14	25	70	4	470		2022-05-05 11:24:13	T	F	16	16	4	2	1.31	18
504			"base"	"interview"	2022-05-05 11:16:24	181	1	285	1	1	3	2162	3	2017	1	2254	3	1026	3	906	3	890	1	938	1	673	2	2359	2	626	2	676	4	2205	4	782	4	723	3	1227	3	872	1	898	1	2152	1	1136	2	2420	2	1604	2	844	4	968	4	675	4	967	4	640	4	759	4	676	4	658	4	761	4	768	4	701	4	946	4	975	4	751	4	781	4	830	4	670	4	995	3	3300																																																																																	2	5	2	1	1	T	6	9	9	1	"I was not able to choose my country of residence (Poland) - it displayed countries only up to Lesotho, so I chose Afghanistan (it was firt on the list) - I hope you'll fix this issue :)"	"5f18348b01348e0716a1978a"	"62568ea59b5810abee6bd150"	"627395e573e8d88357552a28"	"1110100101111110101011111110110111100101"	"0010100000111001010100001000000001000101"	"0000010011001011000000010101110000000010"	"0110101110011011101101111111011111111000"	"3"	"3"	"1"	"3"	"3"	"3"	"1"	"1"	"2"	"2"	"2"	"4"	"4"	"4"	"3"	"3"	"1"	"1"	"1"	"2"	"2"	"2"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"3"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"375"	"150"	"150"	"165"	"360"		"1.20625"	41	28	47	90	4	18	21	41	7	14	9	68	89			11	30	14	23	106	2	453		2022-05-05 11:23:57	T	F	16	16	0	0	1.37	21
505			"base"	"interview"	2022-05-05 11:16:27	192	1	312	1	2	1	10513	1	2435	2	2291	4	2746	3	1241	1	3250	2	2843	4	3038	4	1531	3	1057	3	1153	3	960	3	1145	3	989	2	1286	2	1247	2	1336	1	2084	2	1310	3	877	4	751	4	1048	4	866	4	1073	4	945	4	1363	4	1026	4	975	4	969	4	899	4	944	4	933	4	785	4	817	4	838	4	812	4	893	4	855	4	738	4	765																																																																																	2	9	2	99	1	T	6	9	9	1	"My country of residence was not on the list. The correct answer is Slovenia."	"6004290f2fe8805383395886"	"62568ea59b5810abee6bd150"	"627395e8b91f2bc7eb7abdfc"	"0000000001110001011000001111001000000010"	"1001100110111111101111111110110101001110"	"0100000000010110010001000000001100010111"	"0111101101001011110111111011111001111010"	"1"	"1"	"2"	"4"	"3"	"1"	"2"	"4"	"4"	"3"	"3"	"3"	"3"	"3"	"2"	"2"	"2"	"1"	"2"	"3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"330"	"105"	"165"	"165"	"435"		"1.1725"	47	27	30	79	4	164	8	38	6	16	12	102	107			11	23	6	22	52	2	439		2022-05-05 11:25:56	T	F	16	16	0	0	1.48	28
506			"base"	"interview"	2022-05-05 11:16:31	188	2	322	2	2																																																																																	2	15670	2	9208	2	8587	2	5633	1	21696	2	7807	1	6274	2	5434	1	2987	1	4409	1	4255	1	3777	2	4500	2	9177	2	3663	2	2882	2	4030	2	8496	2	5861	1	3529	2	3204	2	4744	2	2447	2	2494	2	5875	2	2806	1	4638	2	4136	2	2459	2	4139	2	2257	2	2902	2	1997	2	2714	2	3102	2	1916	2	2999	2	7354	2	10477	2	3005	2	2	2	99	1	T	6	9	9	1	"No. "	"611d4aa7473099b347beca93"	"62568ea59b5810abee6bd150"	"627395ab6eb96c4c7b427c87"	"0000001110100100000100111100000001001000"	"1111100111100100110010111111111110100111"	"0111100011101111111011100111111001011101"	"0000110000010001101000100100100110000001"	"2"	"1"	"1"	"4"	"1"	"2"	"3"	"2"	"3"	"1"	"3"	"3"	"3"	"1"	"4"	"2"	"4"	"4"	"2"	"1"	"2"	"4"	"3"	"2"	"4"	"4"	"1"	"4"	"3"	"4"	"3"	"2"	"1"	"1"	"1"	"2"	"3"	"3"	"2"	"4"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"410"	"75"	"0"	"75"	"0"	"2114123231333142442124324414343211123324"	"1.2325"	101	1	101	1	1	51	98	165	42	57	37			250	273	48	83	23	63	121	8	876		2022-05-05 11:38:31	T	F	16	16	0	0	0.43	0
507			"base"	"interview"	2022-05-05 11:16:33	186	1	294	1	1	1	1755	3	4974	1	4981	1	1252	1	618	3	729	4	2253	4	509	4	704	4	468	2	861	2	484	3	494	3	420	4	1256	3	579	3	584	3	412	3	408	3	589	3	669	3	334	1	853	1	510	3	369	4	655	4	413	4	454	2	557	3	377	1	686	1	689	2	493	2	347	3	347	4	372	3	459	3	470	3	518	3	545																																																																																	2	7	1	2	1	T	6	9	9	1		"5c6e9effcc9ccc000121698d"	"62568ea59b5810abee6bd150"	"627395efb68d8b7aeb0f1f2e"	"0111101111111101111010000111101110011110"	"1000000010010001011000100000101000110010"	"0001100110000000000000101000001110110001"	"1111001111100101110111111110111101101000"	"1"	"3"	"1"	"1"	"1"	"3"	"4"	"4"	"4"	"4"	"2"	"2"	"3"	"3"	"4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1"	"1"	"3"	"4"	"4"	"4"	"2"	"3"	"1"	"1"	"2"	"2"	"3"	"4"	"3"	"3"	"3"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"315"	"195"	"135"	"375"	"180"		"1.16125"	36	61	41	21	1	40	22	39	9	13	20	62	64			9	24	9	14	18	1	344		2022-05-05 11:22:19	T	F	16	16	2	1	1.67	38
508			"base"	"interview"	2022-05-05 11:16:37	190	1	307	2	2	4	4182	1	1972	2	1364	2	1040	2	947	2	1497	3	1126	2	840	2	762	2	951	2	1056	2	1670	2	1875	2	1300	1	4477	1	991	1	1469	3	1097	4	754	2	2454	2	862	2	1933	2	863	1	720	1	813	1	879	3	941	3	879	3	1643	4	737	4	1078	1	1639	2	856	2	854	2	1170	2	3068	3	2240	1	826	1	653	2	1070																																																																																	2	20	2	84	1	T	6	9	9	1	"no "	"5c5d61a46539fe00016e13e2"	"62568ea59b5810abee6bd150"	"627395f19265d45e00e8aa86"	"1000000000000100001001001110001111010000"	"1011111100011111001101111001111011110101"	"1111111011111011000111010111101111100010"	"0000000000101000000000111101110010000101"	"4"	"1"	"2"	"2"	"2"	"2"	"3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"3"	"4"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"3"	"3"	"3"	"4"	"4"	"1"	"2"	"2"	"2"	"2"	"3"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"330"	"225"	"375"	"165"	"105"		"1.1725"	61	81	26	13	2	92	34	28	11	13	11	86	102			21	27	9	55	37	13	529		2022-05-05 11:25:37	T	F	16	16	0	0	1.1	13
509			"base"	"interview"	2022-05-05 11:16:37	186	2	315	2	2																																																																																	2	9761	2	4345	1	2138	2	5017	2	4576	1	3708	1	15778	1	1784	2	3292	2	4229	2	2633	1	2594	1	3275	1	1807	2	2729	1	3535	1	2446	1	1895	1	2417	1	2453	1	1913	2	1990	1	2093	1	3847	1	2287	1	2546	2	3871	1	2091	2	2260	1	2726	1	2131	1	2249	1	2078	1	3683	2	2079	1	1210	2	9608	2	1848	2	2999	2	8038	2	8	2	-9	1	T	6	9	9	1	"N/A"	"60cb1cf0520e2e5dd5d073a5"	"62568ea59b5810abee6bd150"	"627395f09f70e44c88926425"	"1000100100100111000010110000010010000000"	"1111111110111111000110110110100101011011"	"1101100010111111010011111110111101100111"	"0100001101010000101000000110100010001000"	"2"	"2"	"1"	"2"	"2"	"3"	"3"	"2"	"3"	"4"	"3"	"1"	"1"	"4"	"4"	"1"	"1"	"4"	"4"	"3"	"3"	"4"	"1"	"4"	"3"	"1"	"3"	"2"	"2"	"4"	"1"	"4"	"1"	"3"	"3"	"4"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"280"	"180"	"60"	"165"	"195"	"2212233234311441144334143132241413342221"	"1.135"	101	6	101	1	1	36	92	174	19	33	17			195	192	103	29	17	41	82	61	833		2022-05-05 11:34:48	T	F	16	16	2	1	0.62	1
510			"base"	"interview"	2022-05-05 11:16:39	183	1	325	2	2	1	6136	3	3081	2	2236	3	750	4	822	2	154579	3	1415	1	759	2	585	3	138268	4	705	4	689	4	1046	3	545	2	468	1	491	2	368	3	555	2	555	4	446	3	50709	2	769	1	745	4	603	2	372	2	863	2	651	2	720	3	454	2	799	4	67364	3	631	2	416	2	843	2	488	1	616	2	583	3	641	3	979	2	2505																																																																																	2	6	1	68	1	T	3	7	1	1		"60ad1f9ca06e7de74008934e"	"62568ea59b5810abee6bd150"	"627395f5dbfa3c501f62cbb8"	"1100000101000000000000110000100010010111"	"0011111011101110100111111110111101100101"	"1000111010101101110011111110111110111110"	"1000101100000010000110100001001000001100"	"1"	"3"	"2"	"3"	"4"	"2"	"3"	"1"	"2"	"3"	"4"	"4"	"4"	"3"	"2"	"1"	"2"	"3"	"2"	"4"	"3"	"2"	"1"	"4"	"2"	"2"	"2"	"2"	"3"	"2"	"4"	"3"	"2"	"2"	"2"	"1"	"2"	"3"	"3"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"300"	"135"	"345"	"255"	"165"		"1.15"	36	66	26	21	2	19	115	275	10	12	6	476	65			12	20	6	13	15	2	359		2022-05-05 11:34:06	T	F	16	16	2	1	1.53	40
511			"base"	"interview"	2022-05-05 11:16:41	187	1	305	2	2	1	6355	3	12115	1	10299	1	8435	2	12188	2	10061	4	10512	4	5953	3	13591	2	3736	2	7387	1	3497	4	6303	2	4282	4	2003	1	4043	1	3549	1	3799	2	4395	3	3405	3	3457	4	4116	2	3241	2	2779	1	3531	1	3392	1	4083	1	3658	1	6681	1	4281	2	3335	2	2808	4	1999	3	2487	3	2250	1	2477	1	3261	1	3132	1	2612	1	5400																																																																																	2	41	2	66	1	T	6	9	9	1		"5bddcf362562330001b93076"	"62568ea59b5810abee6bd150"	"627395f17f00a419167b2036"	"0000000100111000111100000001010010000100"	"1110100011111111001111011111101001100111"	"1011111111000011100011111011110010111111"	"0000001011001000001100100011100000011000"	"1"	"3"	"1"	"1"	"2"	"2"	"4"	"4"	"3"	"2"	"2"	"1"	"4"	"2"	"4"	"1"	"1"	"1"	"2"	"3"	"3"	"4"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"4"	"3"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"300"	"360"	"225"	"165"	"150"		"1.15"	11	71	6	81	1	34	17	56	19	32	22	234	247			24	75	27	63	36	8	580		2022-05-05 11:31:36	T	F	16	16	2	1	0.77	5
512			"base"	"interview"	2022-05-05 11:16:42	194	2	331	2	2																																																																																	2	6229	2	3883	2	2918	1	2553	1	2643	1	5172	2	2647	1	4371	2	1812	1	2983	1	2289	2	3627	1	1484	1	2459	1	3612	1	1544	1	1965	2	1819	1	1504	1	2719	1	1320	1	1495	1	1982	2	3007	1	1920	2	2286	2	1644	1	4576	1	1480	1	1199	1	1771	1	872	1	1479	2	980	1	2460	2	1257	1	1409	2	1508	1	1268	1	1732	2	14	1	32	1	T	1	7	1	1	"I couldnt select my real country ""Portugal"" because it did not appear on the country list. It seems like the list is truncated."	"5e3abb52244f9d2cf32ea6a8"	"62568ea59b5810abee6bd150"	"627395f8a2e695408fe10d0b"	"1000000000101000101001010001010011001000"	"1101011111011111110111101001001110011101"	"0011011101111101101110011111100110111110"	"0110011000000101110000011100000000000010"	"4"	"4"	"4"	"2"	"1"	"2"	"4"	"2"	"1"	"1"	"1"	"4"	"2"	"3"	"2"	"2"	"3"	"1"	"2"	"2"	"3"	"2"	"4"	"4"	"3"	"3"	"4"	"1"	"1"	"3"	"1"	"3"	"3"	"4"	"3"	"3"	"1"	"2"	"1"	"4"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"340"	"180"	"165"	"195"	"60"	"4442124211142322312232443341131334331214"	"1.18"	81	41	81	1	1	449	6	88	4	12	9			118	63	16	35	11	15	73	2	486		2022-05-05 11:31:43	T	F	16	16	0	0	1.48	34
513			"base"	"interview"	2022-05-05 11:16:43	185	2	298	2	1																																																																																	1	4887	1	2293	1	1787	1	2007	1	4337	1	2075	2	1921	1	1835	1	1551	1	2474	1	1630	2	1538	2	2500	2	1369	2	1853	1	1421	2	1819	2	1522	1	2098	2	2075	1	2220	2	1171	2	1982	2	1361	1	1447	1	1448	1	1964	1	2931	2	1706	1	1654	1	1020	2	1262	2	1916	2	1200	2	1582	2	1703	1	1926	2	1266	2	3310	2	2996	2	5	1	84	1	T	6	9	9	1		"5fb68547472faa034d5ac0b0"	"62568ea59b5810abee6bd150"	"627395f7f5ce5f7589e196ed"	"1011011111110101010010111011101111100111"	"1101000000000111000010010010000001010100"	"1111110101111100101111001011111011010101"	"0000000101100100101000101001011000000100"	"4"	"3"	"4"	"3"	"2"	"3"	"1"	"2"	"3"	"3"	"2"	"4"	"1"	"4"	"4"	"2"	"4"	"1"	"2"	"4"	"2"	"1"	"1"	"4"	"3"	"3"	"2"	"2"	"1"	"3"	"2"	"3"	"1"	"4"	"1"	"3"	"2"	"1"	"1"	"4"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"395"	"0"	"180"	"165"	"60"	"4343231233241442412421143322132314132114"	"1.22125"	21	96	71	1	2	16	13	67	11	16	12			102	66	10	35	6	25	18	1	398		2022-05-05 11:23:22	T	F	16	16	2	1	1.69	37
514			"base"	"interview"	2022-05-05 11:17:04	189	2	314	1	2																																																																																	1	6726	2	3031	2	4137	2	6201	1	2550	1	2521	1	4217	2	1989	1	7695	2	7328	2	2397	1	2727	2	3119	1	4214	2	3056	1	3905	1	2967	2	6199	1	2531	2	2199	2	2877	1	6978	2	3333	1	6030	1	4468	1	5857	2	1945	1	1502	1	2277	1	2043	2	3078	2	1589	2	2669	1	3373	1	1405	1	3020	2	1596	2	1950	1	1208	1	2653	2	11	2	-9	1	T	6	9	9	1		"614c2b7c8a60dc68284c4a4d"	"62568ea59b5810abee6bd150"	"62739601b33246b9511faa16"	"0100001101100010000000100001000100101010"	"1101010010101111011101111101111101011101"	"1000100001100010000100001100110101000000"	"0010110111110011101111101101111011100111"	"1"	"3"	"1"	"4"	"1"	"1"	"2"	"3"	"1"	"4"	"4"	"2"	"2"	"4"	"2"	"2"	"4"	"2"	"3"	"3"	"3"	"4"	"3"	"4"	"3"	"1"	"3"	"1"	"4"	"4"	"2"	"2"	"2"	"1"	"1"	"4"	"3"	"2"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"330"	"180"	"90"	"90"	"150"	"1314112314422422423334343131442221143213"	"1.1725"	101	11	51	82	1	38	78	82	32	89	16			185	191	23	33	9	28	117	8	856		2022-05-05 11:32:33	T	F	16	16	4	2	0.71	2
